id,name,box_art_url
"505365","Arrow Busters","https://static-cdn.jtvnw.net/ttv-boxart/Arrow%20Busters-{width}x{height}.jpg"
"505366","Acme Bricks","https://static-cdn.jtvnw.net/ttv-boxart/Acme%20Bricks-{width}x{height}.jpg"
"505367","Abducted","https://static-cdn.jtvnw.net/ttv-boxart/Abducted-{width}x{height}.jpg"
"505368","Sub Duel","https://static-cdn.jtvnw.net/ttv-boxart/Sub%20Duel-{width}x{height}.jpg"
"505369","Baoxiao Duobiqiu","https://static-cdn.jtvnw.net/ttv-boxart/Baoxiao%20Duobiqiu-{width}x{height}.jpg"
"505370","Black Clover: Quartet Knights","https://static-cdn.jtvnw.net/ttv-boxart/./Black%20Clover:%20Quartet%20Knights-{width}x{height}.jpg"
"505371","Marvel's Spider-Man","https://static-cdn.jtvnw.net/ttv-boxart/Marvel%27s%20Spider-Man-{width}x{height}.jpg"
"505372","MegaMorph","https://static-cdn.jtvnw.net/ttv-boxart/MegaMorph-{width}x{height}.jpg"
"505373","Age of Empires II: The Age of Kings","https://static-cdn.jtvnw.net/ttv-boxart/./Age%20of%20Empires%20II:%20The%20Age%20of%20Kings-{width}x{height}.jpg"
"505374","Blazing Chrome","https://static-cdn.jtvnw.net/ttv-boxart/Blazing%20Chrome-{width}x{height}.jpg"
"505375","Dark Devotion","https://static-cdn.jtvnw.net/ttv-boxart/Dark%20Devotion-{width}x{height}.jpg"
"505376","Powershot Pinball","https://static-cdn.jtvnw.net/ttv-boxart/Powershot%20Pinball-{width}x{height}.jpg"
"505377","10 Pin: Champions Alley","https://static-cdn.jtvnw.net/ttv-boxart/./10%20Pin:%20Champions%20Alley-{width}x{height}.jpg"
"505378","Data East's Hoops","https://static-cdn.jtvnw.net/ttv-boxart/Data%20East%27s%20Hoops-{width}x{height}.jpg"
"505379","Flash Point: Fire Rescue","https://static-cdn.jtvnw.net/ttv-boxart/./Flash%20Point:%20Fire%20Rescue-{width}x{height}.jpg"
"505380","Spyro Reignited Trilogy","https://static-cdn.jtvnw.net/ttv-boxart/Spyro%20Reignited%20Trilogy-{width}x{height}.jpg"
"505381","Kabounce","https://static-cdn.jtvnw.net/ttv-boxart/Kabounce-{width}x{height}.jpg"
"505382","Brain it on","https://static-cdn.jtvnw.net/ttv-boxart/Brain%20it%20on-{width}x{height}.jpg"
"505383","The Vault","https://static-cdn.jtvnw.net/ttv-boxart/The%20Vault-{width}x{height}.jpg"
"505384","Verlet Swing","https://static-cdn.jtvnw.net/ttv-boxart/Verlet%20Swing-{width}x{height}.jpg"
"505385","Farm Manager 2018","https://static-cdn.jtvnw.net/ttv-boxart/Farm%20Manager%202018-{width}x{height}.jpg"
"505386","Fatal Twelve","https://static-cdn.jtvnw.net/ttv-boxart/Fatal%20Twelve-{width}x{height}.jpg"
"505387","Code: Realize Future Blessings","https://static-cdn.jtvnw.net/ttv-boxart/./Code:%20Realize%20Future%20Blessings-{width}x{height}.jpg"
"505388","Ather: Chapter 1","https://static-cdn.jtvnw.net/ttv-boxart/./Ather:%20Chapter%201-{width}x{height}.jpg"
"505389","Sally's Law","https://static-cdn.jtvnw.net/ttv-boxart/Sally%27s%20Law-{width}x{height}.jpg"
"505390","Izumo","https://static-cdn.jtvnw.net/ttv-boxart/Izumo-{width}x{height}.jpg"
"505391","Chou Hatsumei Boy Kani Pan: Bousou Roboto no Nazo!?","https://static-cdn.jtvnw.net/ttv-boxart/./Chou%20Hatsumei%20Boy%20Kani%20Pan:%20Bousou%20Roboto%20no%20Nazo%21%3F-{width}x{height}.jpg"
"505392","Paneltia Story: Karen no Daibouken","https://static-cdn.jtvnw.net/ttv-boxart/./Paneltia%20Story:%20Karen%20no%20Daibouken-{width}x{height}.jpg"
"505393","Arcanium","https://static-cdn.jtvnw.net/ttv-boxart/Arcanium-{width}x{height}.jpg"
"505394","Valhollian","https://static-cdn.jtvnw.net/ttv-boxart/Valhollian-{width}x{height}.jpg"
"505395","Mahoutsukai ni Naru Houhou","https://static-cdn.jtvnw.net/ttv-boxart/Mahoutsukai%20ni%20Naru%20Houhou-{width}x{height}.jpg"
"505396","Daibouken: Saint Elmos no Kiseki","https://static-cdn.jtvnw.net/ttv-boxart/./Daibouken:%20Saint%20Elmos%20no%20Kiseki-{width}x{height}.jpg"
"505397","Banana Dash","https://static-cdn.jtvnw.net/ttv-boxart/Banana%20Dash-{width}x{height}.jpg"
"505398","Balloonacy 2","https://static-cdn.jtvnw.net/ttv-boxart/Balloonacy%202-{width}x{height}.jpg"
"505399","SNK 40th Anniversary Collection","https://static-cdn.jtvnw.net/ttv-boxart/SNK%2040th%20Anniversary%20Collection-{width}x{height}.jpg"
"505400","#Breakforcist Battle","https://static-cdn.jtvnw.net/ttv-boxart/%23Breakforcist%20Battle-{width}x{height}.jpg"
"505401","Rika Suzuki","https://static-cdn.jtvnw.net/ttv-boxart/Rika%20Suzuki-{width}x{height}.jpg"
"505402","Steeldom","https://static-cdn.jtvnw.net/ttv-boxart/Steeldom-{width}x{height}.jpg"
"505403","Hyper Reverthion","https://static-cdn.jtvnw.net/ttv-boxart/Hyper%20Reverthion-{width}x{height}.jpg"
"505404","My Tamagotchi Forever","https://static-cdn.jtvnw.net/ttv-boxart/My%20Tamagotchi%20Forever-{width}x{height}.jpg"
"505405","Barbie Sparkle Blast","https://static-cdn.jtvnw.net/ttv-boxart/Barbie%20Sparkle%20Blast-{width}x{height}.jpg"
"505406","Eberouge","https://static-cdn.jtvnw.net/ttv-boxart/Eberouge-{width}x{height}.jpg"
"505407","One Py Berry Match","https://static-cdn.jtvnw.net/ttv-boxart/One%20Py%20Berry%20Match-{width}x{height}.jpg"
"505408","The Final Days: I'm Still Alive","https://static-cdn.jtvnw.net/ttv-boxart/./The%20Final%20Days:%20I%27m%20Still%20Alive-{width}x{height}.jpg"
"505409","Dragon Tycoon Edge","https://static-cdn.jtvnw.net/ttv-boxart/Dragon%20Tycoon%20Edge-{width}x{height}.jpg"
"505410","SuperLite 1500 Series: Qix 2000","https://static-cdn.jtvnw.net/ttv-boxart/./SuperLite%201500%20Series:%20Qix%202000-{width}x{height}.jpg"
"505411","Destiny of Thrones","https://static-cdn.jtvnw.net/ttv-boxart/Destiny%20of%20Thrones-{width}x{height}.jpg"
"505412","SuperLite 1500: Crazy Balloon 2000","https://static-cdn.jtvnw.net/ttv-boxart/./SuperLite%201500:%20Crazy%20Balloon%202000-{width}x{height}.jpg"
"505413","Ijigen Kara no Dasshutsu: Escape from Twilight Zone","https://static-cdn.jtvnw.net/ttv-boxart/./Ijigen%20Kara%20no%20Dasshutsu:%20Escape%20from%20Twilight%20Zone-{width}x{height}.jpg"
"505414","Palitron","https://static-cdn.jtvnw.net/ttv-boxart/Palitron-{width}x{height}.jpg"
"505415","Agma.io","https://static-cdn.jtvnw.net/ttv-boxart/Agma.io-{width}x{height}.jpg"
"505416","The Last Sigil","https://static-cdn.jtvnw.net/ttv-boxart/The%20Last%20Sigil-{width}x{height}.jpg"
"505417","Niva","https://static-cdn.jtvnw.net/ttv-boxart/Niva-{width}x{height}.jpg"
"505418","Puke Simulator","https://static-cdn.jtvnw.net/ttv-boxart/Puke%20Simulator-{width}x{height}.jpg"
"505419","Elsewhere High: Chapter 1 - A Visual Novel","https://static-cdn.jtvnw.net/ttv-boxart/./Elsewhere%20High:%20Chapter%201%20-%20A%20Visual%20Novel-{width}x{height}.jpg"
"505420","Cultist Simulator","https://static-cdn.jtvnw.net/ttv-boxart/Cultist%20Simulator-{width}x{height}.jpg"
"505421","Tanks VR","https://static-cdn.jtvnw.net/ttv-boxart/Tanks%20VR-{width}x{height}.jpg"
"505422","Affected: The Manor","https://static-cdn.jtvnw.net/ttv-boxart/./Affected:%20The%20Manor-{width}x{height}.jpg"
"505423","Battle of Elemental REBOOST","https://static-cdn.jtvnw.net/ttv-boxart/Battle%20of%20Elemental%20REBOOST-{width}x{height}.jpg"
"505424","Paradiddle","https://static-cdn.jtvnw.net/ttv-boxart/Paradiddle-{width}x{height}.jpg"
"505425","Skies of Fury DX","https://static-cdn.jtvnw.net/ttv-boxart/Skies%20of%20Fury%20DX-{width}x{height}.jpg"
"505426","Merciless Podium","https://static-cdn.jtvnw.net/ttv-boxart/Merciless%20Podium-{width}x{height}.jpg"
"505427","Alchemist's Castle","https://static-cdn.jtvnw.net/ttv-boxart/Alchemist%27s%20Castle-{width}x{height}.jpg"
"505428","Warbanners","https://static-cdn.jtvnw.net/ttv-boxart/Warbanners-{width}x{height}.jpg"
"505429","INSOMNIA: The Ark","https://static-cdn.jtvnw.net/ttv-boxart/./INSOMNIA:%20The%20Ark-{width}x{height}.jpg"
"505430","Motherload","https://static-cdn.jtvnw.net/ttv-boxart/Motherload-{width}x{height}.jpg"
"505431","Qora","https://static-cdn.jtvnw.net/ttv-boxart/Qora-{width}x{height}.jpg"
"505432","Project Hospital","https://static-cdn.jtvnw.net/ttv-boxart/Project%20Hospital-{width}x{height}.jpg"
"505433","Barren Realms Elite","https://static-cdn.jtvnw.net/ttv-boxart/Barren%20Realms%20Elite-{width}x{height}.jpg"
"505434","Looney Tunes World of Mayhem","https://static-cdn.jtvnw.net/ttv-boxart/Looney%20Tunes%20World%20of%20Mayhem-{width}x{height}.jpg"
"505435","Hisshō Pachinko * Pachi-Slot Kōryoku Series Vol. 9: CR Fever Captain Harlock","https://static-cdn.jtvnw.net/ttv-boxart/./Hissh%C5%8D%20Pachinko%20%2A%20Pachi-Slot%20K%C5%8Dryoku%20Series%20Vol.%209:%20CR%20Fever%20Captain%20Harlock-{width}x{height}.jpg"
"505436","Natsuiro Ramune","https://static-cdn.jtvnw.net/ttv-boxart/Natsuiro%20Ramune-{width}x{height}.jpg"
"505437","Radical Heights","https://static-cdn.jtvnw.net/ttv-boxart/Radical%20Heights-{width}x{height}.jpg"
"505438","Pirates: All Aboard!","https://static-cdn.jtvnw.net/ttv-boxart/./Pirates:%20All%20Aboard%21-{width}x{height}.jpg"
"505439","Rogue Aces","https://static-cdn.jtvnw.net/ttv-boxart/Rogue%20Aces-{width}x{height}.jpg"
"505440","Project A 2: Shijō Saidai no Hyōteki","https://static-cdn.jtvnw.net/ttv-boxart/./Project%20A%202:%20Shij%C5%8D%20Saidai%20no%20Hy%C5%8Dteki-{width}x{height}.jpg"
"505441","Jackie Chan in The Police Story","https://static-cdn.jtvnw.net/ttv-boxart/Jackie%20Chan%20in%20The%20Police%20Story-{width}x{height}.jpg"
"505442","Colorzzle","https://static-cdn.jtvnw.net/ttv-boxart/Colorzzle-{width}x{height}.jpg"
"505443","Toraware no Palm","https://static-cdn.jtvnw.net/ttv-boxart/Toraware%20no%20Palm-{width}x{height}.jpg"
"505444","Cordial Minuet","https://static-cdn.jtvnw.net/ttv-boxart/Cordial%20Minuet-{width}x{height}.jpg"
"505445","Sacra Terra: Angelic Night","https://static-cdn.jtvnw.net/ttv-boxart/./Sacra%20Terra:%20Angelic%20Night-{width}x{height}.jpg"
"505446","Jackie Chan in Project A","https://static-cdn.jtvnw.net/ttv-boxart/Jackie%20Chan%20in%20Project%20A-{width}x{height}.jpg"
"505447","SuperLite 3in1: Arcade Game Shū","https://static-cdn.jtvnw.net/ttv-boxart/./SuperLite%203in1:%20Arcade%20Game%20Sh%C5%AB-{width}x{height}.jpg"
"505448","Zaccaria Pinball","https://static-cdn.jtvnw.net/ttv-boxart/Zaccaria%20Pinball-{width}x{height}.jpg"
"505449","Mega Man X Anniversary Collection 2","https://static-cdn.jtvnw.net/ttv-boxart/Mega%20Man%20X%20Anniversary%20Collection%202-{width}x{height}.jpg"
"505450","Mega Man X Anniversary Collection","https://static-cdn.jtvnw.net/ttv-boxart/Mega%20Man%20X%20Anniversary%20Collection-{width}x{height}.jpg"
"505451","New 3D Golf Simulation: T&E Selection","https://static-cdn.jtvnw.net/ttv-boxart/./New%203D%20Golf%20Simulation:%20T&E%20Selection-{width}x{height}.jpg"
"505452","New 3D Golf Simulation: Eight Lakes G.C.","https://static-cdn.jtvnw.net/ttv-boxart/./New%203D%20Golf%20Simulation:%20Eight%20Lakes%20G.C.-{width}x{height}.jpg"
"505453","Eternal Edge","https://static-cdn.jtvnw.net/ttv-boxart/Eternal%20Edge-{width}x{height}.jpg"
"505454","Sekaiju no Meikyū X","https://static-cdn.jtvnw.net/ttv-boxart/Sekaiju%20no%20Meiky%C5%AB%20X-{width}x{height}.jpg"
"505455","Yo-kai Watch 4","https://static-cdn.jtvnw.net/ttv-boxart/Yo-kai%20Watch%204-{width}x{height}.jpg"
"505456","Monster RPG 3","https://static-cdn.jtvnw.net/ttv-boxart/Monster%20RPG%203-{width}x{height}.jpg"
"505457","Bus Simulator 18","https://static-cdn.jtvnw.net/ttv-boxart/Bus%20Simulator%2018-{width}x{height}.jpg"
"505458","Em-8ER","https://static-cdn.jtvnw.net/ttv-boxart/Em-8ER-{width}x{height}.jpg"
"505459","Crisis on the Planet of the Apes","https://static-cdn.jtvnw.net/ttv-boxart/Crisis%20on%20the%20Planet%20of%20the%20Apes-{width}x{height}.jpg"
"505460","Beast Brawlers","https://static-cdn.jtvnw.net/ttv-boxart/Beast%20Brawlers-{width}x{height}.jpg"
"505461","The Forge Arena","https://static-cdn.jtvnw.net/ttv-boxart/The%20Forge%20Arena-{width}x{height}.jpg"
"505462","American Railroads - Summit River and Pine Valley","https://static-cdn.jtvnw.net/ttv-boxart/American%20Railroads%20-%20Summit%20River%20and%20Pine%20Valley-{width}x{height}.jpg"
"505463","The Mims 5","https://static-cdn.jtvnw.net/ttv-boxart/The%20Mims%205-{width}x{height}.jpg"
"505464","Squirm","https://static-cdn.jtvnw.net/ttv-boxart/Squirm-{width}x{height}.jpg"
"505465","Black Dream","https://static-cdn.jtvnw.net/ttv-boxart/Black%20Dream-{width}x{height}.jpg"
"505466","Kinshin Ingo Doteigari","https://static-cdn.jtvnw.net/ttv-boxart/Kinshin%20Ingo%20Doteigari-{width}x{height}.jpg"
"505467","Otaku no Omocha in High Priest","https://static-cdn.jtvnw.net/ttv-boxart/Otaku%20no%20Omocha%20in%20High%20Priest-{width}x{height}.jpg"
"505468","Color Wars","https://static-cdn.jtvnw.net/ttv-boxart/Color%20Wars-{width}x{height}.jpg"
"505469","Bud of Frenzy and Instinct","https://static-cdn.jtvnw.net/ttv-boxart/Bud%20of%20Frenzy%20and%20Instinct-{width}x{height}.jpg"
"505470","Gal*Gunvolt Burst","https://static-cdn.jtvnw.net/ttv-boxart/Gal%2AGunvolt%20Burst-{width}x{height}.jpg"
"505471","Jade Konoichi: Butterfly Legend","https://static-cdn.jtvnw.net/ttv-boxart/./Jade%20Konoichi:%20Butterfly%20Legend-{width}x{height}.jpg"
"505472","Joan Jade and the Gates of Xibalba","https://static-cdn.jtvnw.net/ttv-boxart/Joan%20Jade%20and%20the%20Gates%20of%20Xibalba-{width}x{height}.jpg"
"505473","Granny","https://static-cdn.jtvnw.net/ttv-boxart/Granny-{width}x{height}.jpg"
"505474","Fantasy Realm: A Land Torn Asunder","https://static-cdn.jtvnw.net/ttv-boxart/./Fantasy%20Realm:%20A%20Land%20Torn%20Asunder-{width}x{height}.jpg"
"505475","Startup Freak","https://static-cdn.jtvnw.net/ttv-boxart/Startup%20Freak-{width}x{height}.jpg"
"505476","Spacescape","https://static-cdn.jtvnw.net/ttv-boxart/Spacescape-{width}x{height}.jpg"
"505477","The Next Door","https://static-cdn.jtvnw.net/ttv-boxart/The%20Next%20Door-{width}x{height}.jpg"
"505478","Healer's Quest","https://static-cdn.jtvnw.net/ttv-boxart/Healer%27s%20Quest-{width}x{height}.jpg"
"505479","Another Star","https://static-cdn.jtvnw.net/ttv-boxart/Another%20Star-{width}x{height}.jpg"
"505480","Dungeon Hunter Champions","https://static-cdn.jtvnw.net/ttv-boxart/Dungeon%20Hunter%20Champions-{width}x{height}.jpg"
"505481","Ether Quest","https://static-cdn.jtvnw.net/ttv-boxart/Ether%20Quest-{width}x{height}.jpg"
"505482","Master Arena","https://static-cdn.jtvnw.net/ttv-boxart/Master%20Arena-{width}x{height}.jpg"
"505483","EruruAdventure","https://static-cdn.jtvnw.net/ttv-boxart/EruruAdventure-{width}x{height}.jpg"
"505484","Gensei Suikoden","https://static-cdn.jtvnw.net/ttv-boxart/Gensei%20Suikoden-{width}x{height}.jpg"
"505485","Sylvan Idyll","https://static-cdn.jtvnw.net/ttv-boxart/Sylvan%20Idyll-{width}x{height}.jpg"
"505486","Female Knight Fllay: Tentacle Party","https://static-cdn.jtvnw.net/ttv-boxart/./Female%20Knight%20Fllay:%20Tentacle%20Party-{width}x{height}.jpg"
"505487","Kidosenshi Jyundam Seed Destiny","https://static-cdn.jtvnw.net/ttv-boxart/Kidosenshi%20Jyundam%20Seed%20Destiny-{width}x{height}.jpg"
"505488","Pixtights","https://static-cdn.jtvnw.net/ttv-boxart/Pixtights-{width}x{height}.jpg"
"505489","Kuruwa: Yuukyou Kan Yoiyamizakura Dai Ni Shou","https://static-cdn.jtvnw.net/ttv-boxart/./Kuruwa:%20Yuukyou%20Kan%20Yoiyamizakura%20Dai%20Ni%20Shou-{width}x{height}.jpg"
"505490","Streamfest","https://static-cdn.jtvnw.net/ttv-boxart/Streamfest-{width}x{height}.jpg"
"505491","Gururin","https://static-cdn.jtvnw.net/ttv-boxart/Gururin-{width}x{height}.jpg"
"505492","Zotrix","https://static-cdn.jtvnw.net/ttv-boxart/Zotrix-{width}x{height}.jpg"
"505493","Black Knight and White","https://static-cdn.jtvnw.net/ttv-boxart/Black%20Knight%20and%20White-{width}x{height}.jpg"
"505494","Hero Hunters","https://static-cdn.jtvnw.net/ttv-boxart/Hero%20Hunters-{width}x{height}.jpg"
"505495","Wild Mage | Phantom Twilight","https://static-cdn.jtvnw.net/ttv-boxart/Wild%20Mage%20%7C%20Phantom%20Twilight-{width}x{height}.jpg"
"505496","Protocol","https://static-cdn.jtvnw.net/ttv-boxart/Protocol-{width}x{height}.jpg"
"505497","Defend Your Motti","https://static-cdn.jtvnw.net/ttv-boxart/Defend%20Your%20Motti-{width}x{height}.jpg"
"505498","Last Wood","https://static-cdn.jtvnw.net/ttv-boxart/Last%20Wood-{width}x{height}.jpg"
"505499","Rangi","https://static-cdn.jtvnw.net/ttv-boxart/Rangi-{width}x{height}.jpg"
"505500","Natsu Ecchi 2: Futago to Inaka no Natsuyasumi","https://static-cdn.jtvnw.net/ttv-boxart/./Natsu%20Ecchi%202:%20Futago%20to%20Inaka%20no%20Natsuyasumi-{width}x{height}.jpg"
"505501","Chikankyou: Gachi Tsukaeru Appli de Muchimuchi Kyonyuu Shiri o Monde Sawatte! Acme-gao de Ikasetai!!","https://static-cdn.jtvnw.net/ttv-boxart/./Chikankyou:%20Gachi%20Tsukaeru%20Appli%20de%20Muchimuchi%20Kyonyuu%20Shiri%20o%20Monde%20Sawatte%21%20Acme-gao%20de%20Ikasetai%21%21-{width}x{height}.jpg"
"505502","Spring Flower","https://static-cdn.jtvnw.net/ttv-boxart/Spring%20Flower-{width}x{height}.jpg"
"505503","Spring Flower: Mezameta Omoi","https://static-cdn.jtvnw.net/ttv-boxart/./Spring%20Flower:%20Mezameta%20Omoi-{width}x{height}.jpg"
"505504","Egress","https://static-cdn.jtvnw.net/ttv-boxart/Egress-{width}x{height}.jpg"
"505505","Dying Light: Bad Blood","https://static-cdn.jtvnw.net/ttv-boxart/./Dying%20Light:%20Bad%20Blood-{width}x{height}.jpg"
"505506","Friday the 13th: Killer Puzzle","https://static-cdn.jtvnw.net/ttv-boxart/./Friday%20the%2013th:%20Killer%20Puzzle-{width}x{height}.jpg"
"505507","Retimed","https://static-cdn.jtvnw.net/ttv-boxart/Retimed-{width}x{height}.jpg"
"505508","The Wastes","https://static-cdn.jtvnw.net/ttv-boxart/The%20Wastes-{width}x{height}.jpg"
"505509","Deiland","https://static-cdn.jtvnw.net/ttv-boxart/Deiland-{width}x{height}.jpg"
"505510","The Horus Heresy: Legions","https://static-cdn.jtvnw.net/ttv-boxart/./The%20Horus%20Heresy:%20Legions-{width}x{height}.jpg"
"505511","GunGun Online: Shooting Game","https://static-cdn.jtvnw.net/ttv-boxart/./GunGun%20Online:%20Shooting%20Game-{width}x{height}.jpg"
"505512","Ikusa Otome Suvia","https://static-cdn.jtvnw.net/ttv-boxart/Ikusa%20Otome%20Suvia-{width}x{height}.jpg"
"505513","Pure Rock Crawling","https://static-cdn.jtvnw.net/ttv-boxart/Pure%20Rock%20Crawling-{width}x{height}.jpg"
"505514","Assault Rei Play","https://static-cdn.jtvnw.net/ttv-boxart/Assault%20Rei%20Play-{width}x{height}.jpg"
"505515","My Little Pony: Friendship Gardens","https://static-cdn.jtvnw.net/ttv-boxart/./My%20Little%20Pony:%20Friendship%20Gardens-{width}x{height}.jpg"
"505516","Nijiiro Canvas","https://static-cdn.jtvnw.net/ttv-boxart/Nijiiro%20Canvas-{width}x{height}.jpg"
"505517","Under Princess: Pure Voice","https://static-cdn.jtvnw.net/ttv-boxart/./Under%20Princess:%20Pure%20Voice-{width}x{height}.jpg"
"505518","Ojou-sama, Chijoku no hate ni Warau.","https://static-cdn.jtvnw.net/ttv-boxart/Ojou-sama,%20Chijoku%20no%20hate%20ni%20Warau.-{width}x{height}.jpg"
"505519","Inwai Kyoudan: Kegarenaki Joseito o Okasu Tame no Seiiki","https://static-cdn.jtvnw.net/ttv-boxart/./Inwai%20Kyoudan:%20Kegarenaki%20Joseito%20o%20Okasu%20Tame%20no%20Seiiki-{width}x{height}.jpg"
"505520","Master of Weapon","https://static-cdn.jtvnw.net/ttv-boxart/Master%20of%20Weapon-{width}x{height}.jpg"
"505521","Jun Classic C.C. & Rope Club","https://static-cdn.jtvnw.net/ttv-boxart/Jun%20Classic%20C.C.%20&%20Rope%20Club-{width}x{height}.jpg"
"505522","R-Type Returns","https://static-cdn.jtvnw.net/ttv-boxart/R-Type%20Returns-{width}x{height}.jpg"
"505523","Shin Sakura Taisen (tentative title)","https://static-cdn.jtvnw.net/ttv-boxart/Shin%20Sakura%20Taisen%20%28tentative%20title%29-{width}x{height}.jpg"
"505524","Shenmue I & II","https://static-cdn.jtvnw.net/ttv-boxart/Shenmue%20I%20&%20II-{width}x{height}.jpg"
"505525","Digimon Tamers: Pocket Culumon","https://static-cdn.jtvnw.net/ttv-boxart/./Digimon%20Tamers:%20Pocket%20Culumon-{width}x{height}.jpg"
"505526","Digimon Collector","https://static-cdn.jtvnw.net/ttv-boxart/Digimon%20Collector-{width}x{height}.jpg"
"505527","Croc's World Construction Kit","https://static-cdn.jtvnw.net/ttv-boxart/Croc%27s%20World%20Construction%20Kit-{width}x{height}.jpg"
"505528","Croc's World 3","https://static-cdn.jtvnw.net/ttv-boxart/Croc%27s%20World%203-{width}x{height}.jpg"
"505529","Croc's World 2","https://static-cdn.jtvnw.net/ttv-boxart/Croc%27s%20World%202-{width}x{height}.jpg"
"505530","Croc's World","https://static-cdn.jtvnw.net/ttv-boxart/Croc%27s%20World-{width}x{height}.jpg"
"505531","Pill Mania","https://static-cdn.jtvnw.net/ttv-boxart/Pill%20Mania-{width}x{height}.jpg"
"505532","Panzer Campaign VII: Kursk '43","https://static-cdn.jtvnw.net/ttv-boxart/./Panzer%20Campaign%20VII:%20Kursk%20%2743-{width}x{height}.jpg"
"505533","WTA Tour Tennis","https://static-cdn.jtvnw.net/ttv-boxart/WTA%20Tour%20Tennis-{width}x{height}.jpg"
"505534","Pro Yakyuu Famista Returns","https://static-cdn.jtvnw.net/ttv-boxart/Pro%20Yakyuu%20Famista%20Returns-{width}x{height}.jpg"
"505535","Legend of Golfer","https://static-cdn.jtvnw.net/ttv-boxart/Legend%20of%20Golfer-{width}x{height}.jpg"
"505536","Muffled Warfare","https://static-cdn.jtvnw.net/ttv-boxart/Muffled%20Warfare-{width}x{height}.jpg"
"505537","Clash of Legends","https://static-cdn.jtvnw.net/ttv-boxart/Clash%20of%20Legends-{width}x{height}.jpg"
"505538","The Last Photon","https://static-cdn.jtvnw.net/ttv-boxart/The%20Last%20Photon-{width}x{height}.jpg"
"505539","Block Party Sports","https://static-cdn.jtvnw.net/ttv-boxart/Block%20Party%20Sports-{width}x{height}.jpg"
"505540","Hugo Cannon Cruise","https://static-cdn.jtvnw.net/ttv-boxart/Hugo%20Cannon%20Cruise-{width}x{height}.jpg"
"505541","Little Dragons Cafe","https://static-cdn.jtvnw.net/ttv-boxart/Little%20Dragons%20Cafe-{width}x{height}.jpg"
"505542","Lagsters","https://static-cdn.jtvnw.net/ttv-boxart/Lagsters-{width}x{height}.jpg"
"505543","Survival Craft","https://static-cdn.jtvnw.net/ttv-boxart/Survival%20Craft-{width}x{height}.jpg"
"505544","Skillwarz","https://static-cdn.jtvnw.net/ttv-boxart/Skillwarz-{width}x{height}.jpg"
"505545","Broken Ground","https://static-cdn.jtvnw.net/ttv-boxart/Broken%20Ground-{width}x{height}.jpg"
"505546","Pedro Kicks Back","https://static-cdn.jtvnw.net/ttv-boxart/Pedro%20Kicks%20Back-{width}x{height}.jpg"
"505547","Kopanito All-Stars Soccer","https://static-cdn.jtvnw.net/ttv-boxart/Kopanito%20All-Stars%20Soccer-{width}x{height}.jpg"
"505548","Hakabyou: Kuwabiyau","https://static-cdn.jtvnw.net/ttv-boxart/./Hakabyou:%20Kuwabiyau-{width}x{height}.jpg"
"505549","MabinoB G3","https://static-cdn.jtvnw.net/ttv-boxart/MabinoB%20G3-{width}x{height}.jpg"
"505550","Naru Kiss","https://static-cdn.jtvnw.net/ttv-boxart/Naru%20Kiss-{width}x{height}.jpg"
"505551","Anekan: Onechan Kansatsu Nikki","https://static-cdn.jtvnw.net/ttv-boxart/./Anekan:%20Onechan%20Kansatsu%20Nikki-{width}x{height}.jpg"
"505552","Tarinaimono","https://static-cdn.jtvnw.net/ttv-boxart/Tarinaimono-{width}x{height}.jpg"
"505553","Sex Restaurant: Kuronekotei","https://static-cdn.jtvnw.net/ttv-boxart/./Sex%20Restaurant:%20Kuronekotei-{width}x{height}.jpg"
"505554","Yarichin Katei Kyoushi Netori Houkoku: Do-sukebe Kyonyuu Oyakodon","https://static-cdn.jtvnw.net/ttv-boxart/./Yarichin%20Katei%20Kyoushi%20Netori%20Houkoku:%20Do-sukebe%20Kyonyuu%20Oyakodon-{width}x{height}.jpg"
"505555","Burujiru","https://static-cdn.jtvnw.net/ttv-boxart/Burujiru-{width}x{height}.jpg"
"505556","Kanraku Ojyosama: Pregnant Race","https://static-cdn.jtvnw.net/ttv-boxart/./Kanraku%20Ojyosama:%20Pregnant%20Race-{width}x{height}.jpg"
"505557","Tokusen!","https://static-cdn.jtvnw.net/ttv-boxart/Tokusen%21-{width}x{height}.jpg"
"505558","Otose! Hitozuma Megami-sama","https://static-cdn.jtvnw.net/ttv-boxart/Otose%21%20Hitozuma%20Megami-sama-{width}x{height}.jpg"
"505559","Becky Kansatsu Nikki","https://static-cdn.jtvnw.net/ttv-boxart/Becky%20Kansatsu%20Nikki-{width}x{height}.jpg"
"505560","ragfile vol.1","https://static-cdn.jtvnw.net/ttv-boxart/ragfile%20vol.1-{width}x{height}.jpg"
"505561","Crazy Balloon Pop","https://static-cdn.jtvnw.net/ttv-boxart/Crazy%20Balloon%20Pop-{width}x{height}.jpg"
"505562","Akumajo Dracula: Grimoire of Souls","https://static-cdn.jtvnw.net/ttv-boxart/./Akumajo%20Dracula:%20Grimoire%20of%20Souls-{width}x{height}.jpg"
"505563","NBA 2K Playgrounds 2","https://static-cdn.jtvnw.net/ttv-boxart/NBA%202K%20Playgrounds%202-{width}x{height}.jpg"
"505564","Shaun the Sheep: Off His Head","https://static-cdn.jtvnw.net/ttv-boxart/./Shaun%20the%20Sheep:%20Off%20His%20Head-{width}x{height}.jpg"
